Timestamp,MAC Address,Device Name,Vendor,Predicted OS,OS Confidence,Predicted Device Type,Uptime,Security,Distance,RTT (ms),RSSI (dBm),TX Power (dBm),Link Quality,LMP Version,LMP Subversion,Hardware Manufacturer,Baseband Features,Link Policy,Supervision Timeout,Clock Offset,AFH Map,AFH Mode,MTU Reliability,Permissions,Protocols,Services,DBus Battery,Class of Device,Modalias,SDP Handles,GATT UUIDs,Deep GATT Strings,Discrepancy Notes,Correct,LMP Features Raw,LMP Features (Notable),Chipset Vendor,Chipset Product ID,Chipset Model,Chipset Release Year,Estimated Min OS Hint,Inconsistency Flags,GATT Appearance Raw,GATT Appearance Category,Preferred Conn Interval Min (ms),Preferred Conn Interval Max (ms),Preferred Slave Latency,Preferred Supervision Timeout (ms),SDP Service Names (Raw),SDP Service Descriptions (Raw),SDP Extracted Hints,Confidence Score,Has Conflicting Signals,Evidence Chain Summary
2026-07-09 14:36:31,9C:A9:C5:69:8F:91,İrem (AirPods),"Apple, Inc.",Embedded Firmware (RTOS) Audio Sink Device (LMP 14),High (Name/CoD Heuristic),Audio Peripheral (Apple),4.07 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 3.55ms | Avg: 4.93ms | Max: 6.1ms,-60,12,255,14,Hidden by Baseband (Modalias: bluetooth:v004Cp201Bd0427),"Apple, Inc. (76)","0xbf 0xfe 0x2d 0xfe 0xdb 0xff 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV2 Packets, HV3 Packets, u-law Voice, A-law Voice",Unknown,32000 slots (20000.00 msec),0x1b4d,0xffff22e807000000c05f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: DENIED,"RFCOMM"" (0x0003) | AVCTP"" (0x0017) | L2CAP"" (0x0100)",GATT | UARPS | AAP Server | Handsfree | AVRCP Target | AVRCP Controller | Audio Sink,N/A,0x240418,bluetooth:v004Cp201Bd0427,0x4f491200 | 0x4f491801 | 0x4f49f160 | 0x4f492190 | 0x4f49111e | 0x4f49110c | 0x4f49110e | 0x4f49110b,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-09 14:39:30,9C:A9:C5:69:8F:91,İrem (AirPods),"Apple, Inc.",Embedded Firmware (RTOS) Audio Sink Device (LMP 14),High (Name/CoD Heuristic),Audio Peripheral (Apple),4.12 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 3.77ms | Avg: 4.5ms | Max: 4.94ms,-60,12,255,14,Hidden by Baseband (Modalias: bluetooth:v004Cp201Bd0427),"Apple, Inc. (76)","0xbf 0xfe 0x2d 0xfe 0xdb 0xff 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV2 Packets, HV3 Packets, u-law Voice, A-law Voice",Unknown,32000 slots (20000.00 msec),0x1b50,0xfeff27fc07000010ff3f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: DENIED,"RFCOMM"" (0x0003) | AVCTP"" (0x0017) | L2CAP"" (0x0100)",GATT | UARPS | AAP Server | Handsfree | AVRCP Target | AVRCP Controller | Audio Sink,N/A,0x240418,bluetooth:v004Cp201Bd0427,0x4f491200 | 0x4f491801 | 0x4f49f280 | 0x4f492190 | 0x4f49111e | 0x4f49110c | 0x4f49110e | 0x4f49110b,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-09 15:46:15,9C:A9:C5:69:8F:91,Unknown,"Apple, Inc.",Embedded Firmware (RTOS) Audio Sink Device (LMP 0),High (Name/CoD Heuristic),Audio Peripheral (Apple),Unknown,Legacy / Just-Works (Unsecured),N/A,Timeout (Device rejected ping),N/A,N/A,N/A,0,Hidden by Baseband (Modalias: bluetooth:v004Cp201Bd0427),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown (Blocked),Unknown,Unknown,Audio & Microphone Access: DENIED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: DENIED | WARNING: SDP Connection Blocked - Permissions Inferred,,,N/A,0x240418,bluetooth:v004Cp201Bd0427,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-09 15:49:43,9C:A9:C5:69:8F:91,İrem (AirPods),"Apple, Inc.",Embedded Firmware (RTOS) Audio Sink Device (LMP 14),High (Name/CoD Heuristic),Audio Peripheral (Apple),5.29 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 3.7ms | Avg: 5.17ms | Max: 6.25ms,-60,12,255,14,Hidden by Baseband (Modalias: bluetooth:v004Cp201Bd0427),"Apple, Inc. (76)","0xbf 0xfe 0x2d 0xfe 0xdb 0xff 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV2 Packets, HV3 Packets, u-law Voice, A-law Voice",Unknown,32000 slots (20000.00 msec),0x5f8e,0xfeff3ffcffaae8faff3f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: DENIED,"RFCOMM"" (0x0003) | L2CAP"" (0x0100) | AVCTP"" (0x0017)",GATT | UARPS | AAP Server | Handsfree | AVRCP Target | AVRCP Controller | Audio Sink,N/A,0x240418,bluetooth:v004Cp201Bd0427,0x4f491200 | 0x4f491801 | 0x4f49f148 | 0x4f492190 | 0x4f49111e | 0x4f49110c | 0x4f49110e | 0x4f49110b,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-09 15:54:07,AC:80:FB:84:C7:D2,Galaxy Buds2 (C7D2),"Samsung Electronics Co.,Ltd",Android Android 15 (Vanilla Ice Cream),High,Smartphone,5.36 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 3.77ms | Avg: 4.33ms | Max: 4.79ms,-60,12,255,11,Hidden by Baseband (Modalias: bluetooth:v0075pA013d0001),"Bestechnic(Shanghai),Ltd (688)","0xbf 0xee 0xcd 0xfa 0xdb 0xbd 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV3 Packets, u-law Voice, A-law Voice",Unknown,32000 slots (20000.00 msec),0x5005,0xfefffffeffaafaefff3f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: DENIED,"L2CAP"" (0x0100) | AVCTP"" (0x0017) | RFCOMM"" (0x0003)",Advanced Audio | AVRCP Remote Control Target,N/A,0x240404,bluetooth:v0075pA013d0001,0x0 | 0x10000 | 0x10001 | 0x10002 | 0x10003,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-10 10:29:51,9C:A9:C5:69:8F:91,İrem (AirPods),"Apple, Inc.",Embedded Firmware (RTOS) Audio Sink Device (LMP 14),High (Name/CoD Heuristic),Audio Peripheral (Apple),0.17 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 3.57ms | Avg: 5.13ms | Max: 5.95ms,-60,12,255,14,Hidden by Baseband (Modalias: bluetooth:v004Cp201Bd0427),"Apple, Inc. (76)","0xbf 0xfe 0x2d 0xfe 0xdb 0xff 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV2 Packets, HV3 Packets, u-law Voice, A-law Voice",Unknown,32000 slots (20000.00 msec),0x5437,0xfc7f0000f8ffffffff0f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: DENIED,"AVCTP"" (0x0017) | L2CAP"" (0x0100) | RFCOMM"" (0x0003)",GATT | UARPS | AAP Server | Handsfree | AVRCP Target | AVRCP Controller | Audio Sink,N/A,0x240418,bluetooth:v004Cp201Bd0427,0x4f491200 | 0x4f491801 | 0x4f49f160 | 0x4f492190 | 0x4f49111e | 0x4f49110c | 0x4f49110e | 0x4f49110b,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-23 14:32:57,9C:A9:C5:69:8F:91,İrem (AirPods),"Apple, Inc.",Embedded Firmware (RTOS) Audio Sink Device (LMP 14),High (Name/CoD Heuristic),Audio Peripheral (Apple),5.40 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 4.9ms | Avg: 5.9ms | Max: 7.12ms,-60,12,255,14,Hidden by Baseband (Modalias: bluetooth:v004Cp201Bd0427),"Apple, Inc. (76)","0xbf 0xfe 0x2d 0xfe 0xdb 0xff 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV2 Packets, HV3 Packets, u-law Voice, A-law Voice",Unknown,32000 slots (20000.00 msec),0x649b,0xfd3f0000000000f0ff4f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: DENIED,"AVCTP"" (0x0017) | L2CAP"" (0x0100) | RFCOMM"" (0x0003)",GATT | UARPS | AAP Server | Handsfree | AVRCP Target | AVRCP Controller | Audio Sink,N/A,0x240418,bluetooth:v004Cp201Bd0427,0x4f491200 | 0x4f491801 | 0x4f49f168 | 0x4f492190 | 0x4f49111e | 0x4f49110c | 0x4f49110e | 0x4f49110b,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-24 13:30:00,9C:A9:C5:69:8F:91,İrem (AirPods),"Apple, Inc.",Embedded Firmware (RTOS) Audio Sink Device (LMP 14),High (Name/CoD Heuristic),Audio Peripheral (Apple),5.05 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 3.93ms | Avg: 5.03ms | Max: 5.85ms,-60,12,84,14,Hidden by Baseband (Modalias: bluetooth:v004Cp201Bd0427),"Apple, Inc. (76)","0xbf 0xfe 0x2d 0xfe 0xdb 0xff 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV2 Packets, HV3 Packets, u-law Voice, A-law Voice",Unknown,32000 slots (20000.00 msec),0x196b,0xfcff3fecfb0000f0ff0f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: DENIED,"AVCTP"" (0x0017) | L2CAP"" (0x0100) | RFCOMM"" (0x0003)",GATT | UARPS | AAP Server | Handsfree | AVRCP Target | AVRCP Controller | Audio Sink,N/A,0x240418,bluetooth:v004Cp201Bd0427,0x4f491200 | 0x4f491801 | 0x4f49f160 | 0x4f492190 | 0x4f49111e | 0x4f49110c | 0x4f49110e | 0x4f49110b,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-27 15:26:03,84:88:E1:E0:B0:31,İrem iPhone,"Apple, Inc.",Embedded Firmware (RTOS) Audio Sink Device (LMP 12),High (Name/CoD Heuristic),Audio Peripheral (Apple),12.10 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 4.24ms | Avg: 4.52ms | Max: 5.02ms,-60,5,255,12,Hidden by Baseband (Modalias: bluetooth:v004Cp7410d1A50),Broadcom Corporation (15),"0xbf 0xfe 0xcf 0xfe 0xdb 0xff 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV2 Packets, HV3 Packets, u-law Voice, A-law Voice",Unknown,8000 slots (5000.00 msec),0x70a8,0xfefffffe010000000030,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: GRANTED | SMS/Text Messages Access: GRANTED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: GRANTED,"L2CAP"" (0x0100) | RFCOMM"" (0x0003) | AVCTP"" (0x0017)",GATT | AAP Client | MAP MAS-iOS | PAN Network Access Profile | Wireless iAP v2 | Wireless iAP | AVRCP Device | AVRCP Device | Audio Source | Phonebook | Handsfree Gateway,N/A,0x7a020c,bluetooth:v004Cp7410d1A50,0x4f491801 | 0x4f49ddc0 | 0x4f491132 | 0x4f491116 | 0x4f49f860 | 0x4f49f840 | 0x4f49110e | 0x4f49110c | 0x4f49110a | 0x4f49112f | 0x4f49111f | 0x4f491200,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-27 15:33:29,9C:A9:C5:69:8F:91,Unknown,"Apple, Inc.",Embedded Firmware (RTOS) Audio Sink Device (LMP 0),High (Name/CoD Heuristic),Audio Peripheral (Apple),Unknown,Legacy / Just-Works (Unsecured),N/A,Min: 1.0ms | Avg: 2.41ms | Max: 3.27ms,N/A,N/A,N/A,0,Hidden by Baseband (Modalias: bluetooth:v004Cp201Bd0427),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown (Blocked),Unknown,Unknown,Audio & Microphone Access: DENIED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: DENIED | WARNING: SDP Connection Blocked - Permissions Inferred,,,N/A,0x240418,bluetooth:v004Cp201Bd0427,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-27 15:36:24,9C:A9:C5:69:8F:91,Unknown,"Apple, Inc.",Embedded Firmware (RTOS) Audio Sink Device (LMP 0),High (Name/CoD Heuristic),Audio Peripheral (Apple),Unknown,Legacy / Just-Works (Unsecured),N/A,Min: 1.08ms | Avg: 3.0ms | Max: 4.22ms,N/A,N/A,N/A,0,Hidden by Baseband (Modalias: bluetooth:v004Cp201Bd0427),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown (Blocked),Unknown,Unknown,Audio & Microphone Access: DENIED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: DENIED | WARNING: SDP Connection Blocked - Permissions Inferred,,,N/A,0x240418,bluetooth:v004Cp201Bd0427,,,,"Predicted Embedded Firmware (RTOS) Audio Sink Device (LMP 0), actual Android 13 | test note from curl",false,,,,,,,,,,,,,,,,,,,,
2026-07-27 15:38:09,84:88:E1:E0:B0:31,İrem iPhone,"Apple, Inc.",Embedded Firmware (RTOS) Audio Sink Device (LMP 12),High (Name/CoD Heuristic),Audio Peripheral (Apple),12.30 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 2 meters,Min: 2.57ms | Avg: 4.16ms | Max: 5.4ms,-55,8,255,12,Hidden by Baseband (Modalias: bluetooth:v004Cp7410d1A50),Broadcom Corporation (15),"0xbf 0xfe 0xcf 0xfe 0xdb 0xff 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV2 Packets, HV3 Packets, u-law Voice, A-law Voice",Unknown,8000 slots (5000.00 msec),0x70a8,0xeefdfff67fffc1ffff3f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: GRANTED | SMS/Text Messages Access: GRANTED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: GRANTED,"AVCTP"" (0x0017) | L2CAP"" (0x0100) | RFCOMM"" (0x0003)",GATT | AAP Client | MAP MAS-iOS | PAN Network Access Profile | Wireless iAP v2 | Wireless iAP | AVRCP Device | AVRCP Device | Audio Source | Phonebook | Handsfree Gateway,N/A,0x7a020c,bluetooth:v004Cp7410d1A50,0x4f491801 | 0x4f49ddc0 | 0x4f491132 | 0x4f491116 | 0x4f49f860 | 0x4f49f840 | 0x4f49110e | 0x4f49110c | 0x4f49110a | 0x4f49112f | 0x4f49111f | 0x4f491200,,,"Predicted Embedded Firmware (RTOS) Audio Sink Device (LMP 12), actual iOS 18 (UI test) | Submitted through UI end-to-end test",false,,,,,,,,,,,,,,,,,,,,
2026-07-27 15:43:52,84:88:E1:E0:B0:31,İrem iPhone,"Apple, Inc.",iOS iOS 16+,High,Smartphone (iPhone),12.40 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 3.61ms | Avg: 4.59ms | Max: 5.23ms,-60,8,255,12,Hidden by Baseband (Modalias: bluetooth:v004Cp7410d1A50),Broadcom Corporation (15),"0xbf 0xfe 0xcf 0xfe 0xdb 0xff 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV2 Packets, HV3 Packets, u-law Voice, A-law Voice",Unknown,8000 slots (5000.00 msec),0x70a8,0xfeffffe6030000000030,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: GRANTED | SMS/Text Messages Access: GRANTED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: GRANTED,"AVCTP"" (0x0017) | L2CAP"" (0x0100) | RFCOMM"" (0x0003)",GATT | AAP Client | MAP MAS-iOS | PAN Network Access Profile | Wireless iAP v2 | Wireless iAP | AVRCP Device | AVRCP Device | Audio Source | Phonebook | Handsfree Gateway,N/A,0x7a020c,bluetooth:v004Cp7410d1A50,0x4f491801 | 0x4f49ddc0 | 0x4f491132 | 0x4f491116 | 0x4f49f860 | 0x4f49f840 | 0x4f49110e | 0x4f49110c | 0x4f49110a | 0x4f49112f | 0x4f49111f | 0x4f491200,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28 11:13:32,9C:A9:C5:69:8F:91,İrem (AirPods),"Apple, Inc.",Embedded Firmware (RTOS) Audio Sink Device (LMP 14),High (Name/CoD Heuristic),Audio Peripheral (Apple),21.15 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 3.49ms | Avg: 4.48ms | Max: 4.98ms,-60,12,255,14,Hidden by Baseband (Modalias: bluetooth:v004Cp201Bd0427),"Apple, Inc. (76)","0xbf 0xfe 0x2d 0xfe 0xdb 0xff 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV2 Packets, HV3 Packets, u-law Voice, A-law Voice",Unknown,32000 slots (20000.00 msec),0x182c,0xfeff1ffcffff7fdbff3f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: DENIED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: DENIED,"L2CAP"" (0x0100) | RFCOMM"" (0x0003) | AVCTP"" (0x0017)",GATT | UARPS | AAP Server | Handsfree | AVRCP Target | AVRCP Controller | Audio Sink,N/A,0x240418,bluetooth:v004Cp201Bd0427,0x4f491200 | 0x4f491801 | 0x4f49f298 | 0x4f492190 | 0x4f49111e | 0x4f49110c | 0x4f49110e | 0x4f49110b,,,Confirmed correct,true,,,,,,,,,,,,,,,,,,,,
2026-07-28 11:15:55,84:88:E1:E0:B0:31,İrem iPhone,"Apple, Inc.",iOS iOS 16+,High,Smartphone (iPhone),8.63 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 3.72ms | Avg: 4.52ms | Max: 5.31ms,-60,12,255,12,Hidden by Baseband (Modalias: bluetooth:v004Cp7410d1A50),Broadcom Corporation (15),"0xbf 0xfe 0xcf 0xfe 0xdb 0xff 0x7b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, RSSI, CQDDR, SCO Link, HV2 Packets, HV3 Packets, u-law Voice, A-law Voice",Unknown,8000 slots (5000.00 msec),0x7353,0x0200000000f8ff7f8f23,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: GRANTED | SMS/Text Messages Access: GRANTED | File Transfer & Media Access: DENIED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: GRANTED,"RFCOMM"" (0x0003) | L2CAP"" (0x0100) | AVCTP"" (0x0017)",GATT | AAP Client | MAP MAS-iOS | PAN Network Access Profile | Wireless iAP v2 | Wireless iAP | AVRCP Device | AVRCP Device | Audio Source | Phonebook | Handsfree Gateway,N/A,0x7a020c,bluetooth:v004Cp7410d1A50,0x4f491801 | 0x4f49ddc0 | 0x4f491132 | 0x4f491116 | 0x4f49f860 | 0x4f49f840 | 0x4f49110e | 0x4f49110c | 0x4f49110a | 0x4f49112f | 0x4f49111f | 0x4f491200,,,Confirmed correct,true,,,,,,,,,,,,,,,,,,,,
2026-07-28 13:29:55,D0:C1:BF:2D:1A:97,Redmi A5,Xiaomi Communications Co Ltd,Android Android 15 (Vanilla Ice Cream),High,Smartphone,1.88 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 3.32ms | Avg: 4.13ms | Max: 4.64ms,-60,12,255,11,Hidden by Baseband (Modalias: bluetooth:v00E0p0000d0000),"Beijing Unisoc Technologies Co., Ltd. (1855)","0xbf 0xff 0x8d 0xfe 0xdb 0x3d 0x3b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Sniff Mode, Park State, RSSI, CQDDR, SCO Link, HV2 Packets, HV3 Packets, u-law Voice, A-law Voice",Unknown,8000 slots (5000.00 msec),0x183c,0x909dd211811185000000,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: GRANTED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: GRANTED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: GRANTED,"AVCTP"" (0x0017) | RFCOMM"" (0x0003) | L2CAP"" (0x0100)",Advanced Audio Source | AV Remote Control Target | AV Remote Control | Headset Gateway | Handsfree Gateway | SMS/MMS | Android Network Access Point | Android Network User | OBEX Phonebook Access Server | OBEX Object Push,N/A,0x5a020c,bluetooth:v00E0p0000d0000,0x10000 | 0x10001 | 0x10003 | 0x10004 | 0x10005 | 0x10006 | 0x10007 | 0x10008 | 0x10009 | 0x1000a | 0x1000b | 0x1000c,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-28 13:43:27,9C:5F:5A:C9:6F:A8,OPPO A5 2020,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",Android Android 14 (Upside Down Cake),High,Smartphone,19.30 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 2.62ms | Avg: 4.59ms | Max: 6.14ms,-60,12,196,9,Hidden by Baseband (Modalias: bluetooth:v001Dp1200d1436),Qualcomm (29),"0xff 0xfe 0x8f 0xfe 0xd8 0x3f 0x5b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Hold Mode, Sniff Mode, RSSI, CQDDR, SCO Link, HV2 Packets, HV3 Packets, u-law Voice, A-law Voice",Unknown,8000 slots (5000.00 msec),0x5c67,0xfcfffffcffffffffff3f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: GRANTED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: GRANTED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: GRANTED,"RFCOMM"" (0x0003) | L2CAP"" (0x0100) | AVCTP"" (0x0017)",Headset Gateway | Handsfree Gateway | AV Remote Control Target | Advanced Audio | Android Network Access Point | Android Network User | SMS/MMS | OBEX Phonebook Access Server | OBEX Object Push,N/A,0x5a020c,bluetooth:v001Dp1200d1436,0x10000 | 0x10001 | 0x10003 | 0x10004 | 0x10005 | 0x10006 | 0x10007 | 0x10009 | 0x1000a | 0x1000b | 0x1000c | 0x1000d,,,"Predicted Android Android 14 (Upside Down Cake), actual Android/10 | Corrected 2026-08-13: initial feedback entry mistakenly said Android/14, confirmed actual is Android/10 (matches the 13:46:51 entry for the same device).",false,,,,,,,,,,,,,,,,,,,,
2026-07-28 13:46:51,9C:5F:5A:C9:6F:A8,OPPO A5 2020,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",Android Android 14 (Upside Down Cake),High,Smartphone,19.36 Hours,Legacy / Just-Works (Unsecured),Approx. 1 - 3 meters,Min: 2.37ms | Avg: 3.82ms | Max: 4.69ms,-60,12,196,9,Hidden by Baseband (Modalias: bluetooth:v001Dp1200d1436),Qualcomm (29),"0xff 0xfe 0x8f 0xfe 0xd8 0x3f 0x5b 0x87 | 3-Slot Packets, 5-Slot Packets, Encryption, Slot Offset, Timing Accuracy, Role Switch, Hold Mode, Sniff Mode, RSSI, CQDDR, SCO Link, HV2 Packets, HV3 Packets, u-law Voice, A-law Voice",Unknown,8000 slots (5000.00 msec),0x5c67,0xfcfffffcffffffffff3f,Unknown,Unknown,Audio & Microphone Access: GRANTED | Contacts & Call History Access: GRANTED | SMS/Text Messages Access: DENIED | File Transfer & Media Access: GRANTED | Keyboard/Mouse Input Control: DENIED | Internet Tethering/Network Access: GRANTED,"RFCOMM"" (0x0003) | AVCTP"" (0x0017) | L2CAP"" (0x0100)",Headset Gateway | Handsfree Gateway | AV Remote Control Target | Advanced Audio | Android Network Access Point | Android Network User | SMS/MMS | OBEX Phonebook Access Server | OBEX Object Push,N/A,0x5a020c,bluetooth:v001Dp1200d1436,0x10000 | 0x10001 | 0x10003 | 0x10004 | 0x10005 | 0x10006 | 0x10007 | 0x10009 | 0x1000a | 0x1000b | 0x1000c | 0x1000d,,,"Predicted Android Android 14 (Upside Down Cake), actual Android/10",false,,,,,,,,,,,,,,,,,,,,
